ZFIN ID	Symbol	NCBI Gene ID	Ensembl ID
ZDB-GENE-040718-140	nubpl	436715	ENSDARG00000054821
ZDB-GENE-040718-141	opn1lw2	436716	ENSDARG00000044861
ZDB-GENE-040718-142	decr1	436717	ENSDARG00000003869
ZDB-GENE-040718-143	b3gnt7l	407623	ENSDARG00000053133
ZDB-GENE-040718-144	rhocb	436718	ENSDARG00000018328
ZDB-GENE-040718-145	cldn15lb	436719	ENSDARG00000100844
ZDB-GENE-040718-146	myoz1b	436720	ENSDARG00000071445
ZDB-GENE-040718-147	ing2	436721	ENSDARG00000104907
ZDB-GENE-040718-148	ciao2b	436722	ENSDARG00000052010
ZDB-GENE-040718-149	meox1	436723	ENSDARG00000007891
ZDB-GENE-040718-15	ube2z	436602	ENSDARG00000029215
ZDB-GENE-040718-150	ufd1l	436724	ENSDARG00000010051
ZDB-GENE-040718-151	acp5b	436725	ENSDARG00000101456
ZDB-GENE-040718-152	mmadhca	436726	ENSDARG00000041602
ZDB-GENE-040718-153	gtpbp10	436727	ENSDARG00000040300
ZDB-GENE-040718-155	six1a	494168	ENSDARG00000039304
ZDB-GENE-040718-156	setd7	436729	ENSDARG00000038858
ZDB-GENE-040718-157	egfl6	436730	ENSDARG00000045958
ZDB-GENE-040718-158	dgat1b	436731	ENSDARG00000054914
ZDB-GENE-040718-159	lgals9l3	327284	ENSDARG00000041060
ZDB-GENE-040718-16	agxta	436603	ENSDARG00000052099
ZDB-GENE-040718-160	cplx2a	436732	ENSDARG00000018997
ZDB-GENE-040718-161	zgc:92907	436733	ENSDARG00000011026
ZDB-GENE-040718-162	txn	436734	ENSDARG00000044125
ZDB-GENE-040718-163	dusp23b	436735	ENSDARG00000089245
ZDB-GENE-040718-165	syt1a	436736	ENSDARG00000030614
ZDB-GENE-040718-167	timm13	436738	ENSDARG00000058297
ZDB-GENE-040718-168	brap	436739	ENSDARG00000008560
ZDB-GENE-040718-169	adipor1a	436740	ENSDARG00000002912
ZDB-GENE-040718-171	napgb	436742	ENSDARG00000043012
ZDB-GENE-040718-172	surf4l	436743	ENSDARG00000035131
ZDB-GENE-040718-173	calca	436744	ENSDARG00000056590
ZDB-GENE-040718-174	atp2b3a	436745	ENSDARG00000043474
ZDB-GENE-040718-175	arl1	436746	ENSDARG00000101680
ZDB-GENE-040718-176	ldhbb	436747	ENSDARG00000071076
ZDB-GENE-040718-178	nkx6.1	436748	ENSDARG00000022569
ZDB-GENE-040718-179	polr3h	436749	ENSDARG00000102590
ZDB-GENE-040718-18	stx5a	436605	ENSDARG00000025033
ZDB-GENE-040718-180	spryd4	100005939	ENSDARG00000023309
ZDB-GENE-040718-181	sf3b5	436751	ENSDARG00000016855
ZDB-GENE-040718-182	cstpp1	436752	ENSDARG00000102060
ZDB-GENE-040718-183	mydgf	436753	ENSDARG00000071679
ZDB-GENE-040718-184	gstz1	436754	ENSDARG00000027984
ZDB-GENE-040718-185	trappc5	436755	ENSDARG00000026068
ZDB-GENE-040718-186	sox1a	436756	ENSDARG00000069866
ZDB-GENE-040718-187	tmem147	436757	ENSDARG00000039913
ZDB-GENE-040718-188	mrps15	436758	ENSDARG00000109289
ZDB-GENE-040718-19	tspan13a	798836	ENSDARG00000068883
ZDB-GENE-040718-190	rpl35a	436760	ENSDARG00000088030
ZDB-GENE-040718-191	ubald1a	794012	ENSDARG00000002362
ZDB-GENE-040718-192	sdhda	436762	ENSDARG00000055712
ZDB-GENE-040718-193	ttyh2	436763	ENSDARG00000016934
ZDB-GENE-040718-194	olfm1a	436764	ENSDARG00000018270
ZDB-GENE-040718-195	cmtm4	436765	ENSDARG00000052020
ZDB-GENE-040718-197	jdp2b	436766	ENSDARG00000020133
ZDB-GENE-040718-198	rergla	436767	ENSDARG00000019396
ZDB-GENE-040718-199	uqcrq	436768	ENSDARG00000029064
ZDB-GENE-040718-2	rab15	436590	ENSDARG00000026484
ZDB-GENE-040718-201	dctn5	436770	ENSDARG00000003573
ZDB-GENE-040718-202	hccsa.1	436771	ENSDARG00000028131
ZDB-GENE-040718-203	sec61g	436772	ENSDARG00000018637
ZDB-GENE-040718-204	otub1b	436773	ENSDARG00000011462
ZDB-GENE-040718-205	sypb	436774	ENSDARG00000002230
ZDB-GENE-040718-206	n6amt1	436775	ENSDARG00000115421
ZDB-GENE-040718-207	ndfip1l	436776	ENSDARG00000102367
ZDB-GENE-040718-209	sub1b	436778	ENSDARG00000007720
ZDB-GENE-040718-21	znf106a	437005	ENSDARG00000016651
ZDB-GENE-040718-210	lyrm1	436779	ENSDARG00000026281
ZDB-GENE-040718-212	nrn1a	436780	ENSDARG00000071860
ZDB-GENE-040718-213	zgc:92827	436781	
ZDB-GENE-040718-214	supt4h1	436782	ENSDARG00000113969
ZDB-GENE-040718-215	nkiras1	100002175	ENSDARG00000099527
ZDB-GENE-040718-216	rabif	436784	ENSDARG00000002690
ZDB-GENE-040718-217	zgc:92818	436785	ENSDARG00000002506
ZDB-GENE-040718-219	dusp22a	436787	ENSDARG00000056396
ZDB-GENE-040718-22	kpna2	436607	ENSDARG00000038066
ZDB-GENE-040718-220	cdk5r1b	436788	ENSDARG00000045087
ZDB-GENE-040718-221	nme5	436789	ENSDARG00000041617
ZDB-GENE-040718-223	arl6ip5b	436790	ENSDARG00000016238
ZDB-GENE-040718-224	mrpl46	436791	ENSDARG00000016307
ZDB-GENE-040718-225	tmem203	436792	ENSDARG00000104996
ZDB-GENE-040718-226	cbln1	436793	ENSDARG00000057296
ZDB-GENE-040718-227	sec11a	436794	ENSDARG00000008936
ZDB-GENE-040718-228	hgh1	436795	ENSDARG00000101259
ZDB-GENE-040718-229	rgs17	436796	ENSDARG00000039435
ZDB-GENE-040718-231	nxph1	437006	ENSDARG00000033447
ZDB-GENE-040718-232	tspan18a	437007	ENSDARG00000056656
ZDB-GENE-040718-233	lctla	437008	ENSDARG00000036139
ZDB-GENE-040718-234	asb1	554673	ENSDARG00000026635
ZDB-GENE-040718-235	rai14	794796	ENSDARG00000039974
ZDB-GENE-040718-238	kctd9b	437011	ENSDARG00000010603
ZDB-GENE-040718-239	hid1b	437012	ENSDARG00000100583
ZDB-GENE-040718-241	rnpep	437014	ENSDARG00000012506
ZDB-GENE-040718-242	trappc1	437015	ENSDARG00000039005
ZDB-GENE-040718-243	tk2	437016	ENSDARG00000046127
ZDB-GENE-040718-244	abhd17b	437017	ENSDARG00000035571
ZDB-GENE-040718-245	impa1	437018	ENSDARG00000003517
ZDB-GENE-040718-246	pcca	437019	ENSDARG00000028982
ZDB-GENE-040718-247	ube2b	437020	ENSDARG00000026035
ZDB-GENE-040718-248	tspan36	437021	ENSDARG00000024540
ZDB-GENE-040718-249	tyrp1b	437022	ENSDARG00000056151
ZDB-GENE-040718-25	mapkapk5	436608	ENSDARG00000028082
ZDB-GENE-040718-250	rab30	437023	ENSDARG00000037884
ZDB-GENE-040718-251	ikbke	437024	ENSDARG00000070606
ZDB-GENE-040718-252	yeats4	437025	ENSDARG00000045874
ZDB-GENE-040718-253	ccdc103	437026	ENSDARG00000053455
ZDB-GENE-040718-255	rel	415101	ENSDARG00000055276
ZDB-GENE-040718-256	rac3a	437027	ENSDARG00000090062
ZDB-GENE-040718-257	rab40b	436797	ENSDARG00000042410
ZDB-GENE-040718-258	rpp38	436798	ENSDARG00000040350
ZDB-GENE-040718-259	atp6v1f	436799	ENSDARG00000045543
ZDB-GENE-040718-26	hax1	436609	ENSDARG00000036764
ZDB-GENE-040718-260	sec61b	791986	ENSDARG00000076568
ZDB-GENE-040718-261	asb13a.1	436801	ENSDARG00000079698
ZDB-GENE-040718-262	psmg3	436802	ENSDARG00000098391
ZDB-GENE-040718-263	rab3c	436803	ENSDARG00000014462
ZDB-GENE-040718-264	rgs8	436804	ENSDARG00000070037
ZDB-GENE-040718-265	vamp1b	436805	ENSDARG00000097576
ZDB-GENE-040718-266	rab11fip4a	436806	ENSDARG00000090170
ZDB-GENE-040718-267	nop16	436807	ENSDARG00000044402
ZDB-GENE-040718-27	pnpla3	436610	ENSDARG00000102020
ZDB-GENE-040718-270	rwdd1	436808	ENSDARG00000015930
ZDB-GENE-040718-271	fam204a	436809	ENSDARG00000039699
ZDB-GENE-040718-272	parp6a	436810	ENSDARG00000042703
ZDB-GENE-040718-273	ppp1r1c	436811	ENSDARG00000038941
ZDB-GENE-040718-274	ap3s2	436812	ENSDARG00000039882
ZDB-GENE-040718-275	rpp25l	436813	ENSDARG00000070131
ZDB-GENE-040718-276	rgs7a	436814	ENSDARG00000016584
ZDB-GENE-040718-277	camk2d2	436815	ENSDARG00000014273
ZDB-GENE-040718-278	psmb10	436816	ENSDARG00000043781
ZDB-GENE-040718-279	polr2f	436817	ENSDARG00000036625
ZDB-GENE-040718-28	arl5a	436611	ENSDARG00000018627
ZDB-GENE-040718-280	tpgs1	436818	ENSDARG00000027547
ZDB-GENE-040718-281	vapal	436819	ENSDARG00000115862
ZDB-GENE-040718-282	psmf1	436820	ENSDARG00000022652
ZDB-GENE-040718-283	taf11	436821	ENSDARG00000037855
ZDB-GENE-040718-284	itm2ca	436822	ENSDARG00000043448
ZDB-GENE-040718-285	pvalb7	402807	ENSDARG00000034705
ZDB-GENE-040718-288	pir	436823	ENSDARG00000056638
ZDB-GENE-040718-289	nsmce1	436824	ENSDARG00000098780
ZDB-GENE-040718-29	cldn7a	436612	ENSDARG00000036376
ZDB-GENE-040718-290	s100b	436825	ENSDARG00000057598
ZDB-GENE-040718-291	polr3k	436826	ENSDARG00000037835
ZDB-GENE-040718-292	sat2b	436827	ENSDARG00000104221
ZDB-GENE-040718-293	rab11bb	436828	ENSDARG00000090086
ZDB-GENE-040718-294	mrpl11	436829	ENSDARG00000013075
ZDB-GENE-040718-295	nedd8l	436830	ENSDARG00000103472
ZDB-GENE-040718-296	slc25a46	436831	ENSDARG00000035181
ZDB-GENE-040718-297	slc35f6	436832	ENSDARG00000016745
ZDB-GENE-040718-298	gstk1	436833	ENSDARG00000056510
ZDB-GENE-040718-299	clic2	436834	ENSDARG00000010625
ZDB-GENE-040718-3	ublcp1	792145	ENSDARG00000044492
ZDB-GENE-040718-300	celf4	436835	ENSDARG00000070045
ZDB-GENE-040718-301	stmn4l	436836	ENSDARG00000043932
ZDB-GENE-040718-302	gtf2h3	436837	ENSDARG00000067560
ZDB-GENE-040718-303	pigh	436838	ENSDARG00000038348
ZDB-GENE-040718-304	rab10	436839	ENSDARG00000046106
ZDB-GENE-040718-306	mpv17l2	436840	ENSDARG00000056367
ZDB-GENE-040718-307	gc	436841	ENSDARG00000089310
ZDB-GENE-040718-309	zgc:92749	436843	ENSDARG00000012632
ZDB-GENE-040718-31	narf	436614	ENSDARG00000024184
ZDB-GENE-040718-310	aqp12	436844	ENSDARG00000043279
ZDB-GENE-040718-311	srprb	436845	ENSDARG00000030949
ZDB-GENE-040718-312	zgc:92744	436846	ENSDARG00000076223
ZDB-GENE-040718-313	nr1h4	436847	ENSDARG00000057741
ZDB-GENE-040718-315	rida	436849	ENSDARG00000035882
ZDB-GENE-040718-318	ankrd54	436851	ENSDARG00000055743
ZDB-GENE-040718-319	gcshb	436852	ENSDARG00000105187
ZDB-GENE-040718-32	gbp1	436615	ENSDARG00000038668
ZDB-GENE-040718-320	pmepa1	436853	ENSDARG00000039325
ZDB-GENE-040718-321	crygm2d8	436854	ENSDARG00000116164
ZDB-GENE-040718-322	crygm2d15	436855	ENSDARG00000069826
ZDB-GENE-040718-323	faima	436856	ENSDARG00000005828
ZDB-GENE-040718-324	cryba2b	436857	ENSDARG00000041925
ZDB-GENE-040718-325	tcta	436858	ENSDARG00000044194
ZDB-GENE-040718-326	cryba1b	436859	ENSDARG00000053875
ZDB-GENE-040718-327	lim2.3	436860	ENSDARG00000037402
ZDB-GENE-040718-328	sec63	436861	ENSDARG00000017740
ZDB-GENE-040718-329	psma6b	436862	ENSDARG00000013966
ZDB-GENE-040718-33	zgc:92184	436616	
ZDB-GENE-040718-330	plaat1	436863	ENSDARG00000100021
ZDB-GENE-040718-331	rnd3b	436864	ENSDARG00000007396
ZDB-GENE-040718-334	ska1	436865	ENSDARG00000039354
ZDB-GENE-040718-335	tnfsf10	436866	ENSDARG00000057241
ZDB-GENE-040718-336	gabarapl2	403036	ENSDARG00000027200
ZDB-GENE-040718-338	egln1b	436868	ENSDARG00000105156
ZDB-GENE-040718-338	egln1b	436868	ENSDARG00000004632
ZDB-GENE-040718-339	zgc:92313	436869	ENSDARG00000040513
ZDB-GENE-040718-34	rxrgb	436617	ENSDARG00000004697
ZDB-GENE-040718-341	syn2a	436870	ENSDARG00000045945
ZDB-GENE-040718-342	lzic	436871	ENSDARG00000055899
ZDB-GENE-040718-343	sult1st6	436872	ENSDARG00000006811
ZDB-GENE-040718-344	ube2r2	436873	ENSDARG00000058740
ZDB-GENE-040718-345	acy3.1	791456	ENSDARG00000093003
ZDB-GENE-040718-346	zdhhc7	436875	ENSDARG00000019484
ZDB-GENE-040718-348	morf4l1	436877	ENSDARG00000041155
ZDB-GENE-040718-349	sirt5	436878	ENSDARG00000039684
ZDB-GENE-040718-35	cdk2ap2	494160	ENSDARG00000103145
ZDB-GENE-040718-350	lemd1	436879	ENSDARG00000040161
ZDB-GENE-040718-351	rnls	436880	ENSDARG00000012453
ZDB-GENE-040718-352	rgp1	436881	ENSDARG00000006545
ZDB-GENE-040718-353	psmb2	436882	ENSDARG00000031511
ZDB-GENE-040718-354	srsf5b	436883	ENSDARG00000027734
ZDB-GENE-040718-355	tyw3	436884	ENSDARG00000038222
ZDB-GENE-040718-356	zgc:92275	436885	ENSDARG00000034048
ZDB-GENE-040718-357	nrbf2b	436886	ENSDARG00000023591
ZDB-GENE-040718-359	mterf3	436888	ENSDARG00000003207
ZDB-GENE-040718-36	hvcn1	436618	ENSDARG00000040338
ZDB-GENE-040718-360	peli2	436889	ENSDARG00000029045
ZDB-GENE-040718-361	tspan33a	436890	ENSDARG00000004497
ZDB-GENE-040718-362	naxe	436891	ENSDARG00000058806
ZDB-GENE-040718-363	nup37	436892	ENSDARG00000094191
ZDB-GENE-040718-364	coq3	436893	ENSDARG00000069857
ZDB-GENE-040718-365	gsto1	436894	ENSDARG00000022183
ZDB-GENE-040718-367	irf8	436895	ENSDARG00000056407
ZDB-GENE-040718-368	rarres3l	436896	ENSDARG00000076563
ZDB-GENE-040718-369	cldn11a	436897	ENSDARG00000020031
ZDB-GENE-040718-37	acy3.2	436619	ENSDARG00000005525
ZDB-GENE-040718-370	supt3h	436898	ENSDARG00000098141
ZDB-GENE-040718-371	zgc:92242	436899	ENSDARG00000029443
ZDB-GENE-040718-372	lrrc57	436900	ENSDARG00000043938
ZDB-GENE-040718-373	ccdc85cb	436901	ENSDARG00000079555
ZDB-GENE-040718-374	tnni1d	436902	ENSDARG00000073766
ZDB-GENE-040718-375	bpgm	436903	ENSDARG00000070826
ZDB-GENE-040718-376	dffa	436904	ENSDARG00000055770
ZDB-GENE-040718-377	prkab1a	436905	ENSDARG00000044183
ZDB-GENE-040718-378	cryzl1	436906	ENSDARG00000026902
ZDB-GENE-040718-379	nipal3	436907	ENSDARG00000021147
ZDB-GENE-040718-38	tspan4a	436620	ENSDARG00000089354
ZDB-GENE-040718-380	slc17a9b	436908	ENSDARG00000011049
ZDB-GENE-040718-381	khk	436909	ENSDARG00000029874
ZDB-GENE-040718-382	jkamp	393454	ENSDARG00000028581
ZDB-GENE-040718-384	tmem53	436910	ENSDARG00000038789
ZDB-GENE-040718-385	preb	436911	ENSDARG00000101602
ZDB-GENE-040718-386	dedd	436912	ENSDARG00000029783
ZDB-GENE-040718-387	tm2d2	436913	ENSDARG00000035515
ZDB-GENE-040718-388	acss2	436914	ENSDARG00000037781
ZDB-GENE-040718-389	camk2n2	436915	ENSDARG00000111102
ZDB-GENE-040718-390	slc2a3a	436916	ENSDARG00000013295
ZDB-GENE-040718-391	notum1b	436917	ENSDARG00000117145
ZDB-GENE-040718-392	eci2	436918	ENSDARG00000102412
ZDB-GENE-040718-393	ada	436919	ENSDARG00000003113
ZDB-GENE-040718-394	egr3	436920	ENSDARG00000089156
ZDB-GENE-040718-395	slc38a5b	436921	ENSDARG00000014587
ZDB-GENE-040718-397	crlf1a	436923	ENSDARG00000024365
ZDB-GENE-040718-398	limk2	436924	ENSDARG00000005104
ZDB-GENE-040718-399	cacnb1	436925	ENSDARG00000002167
ZDB-GENE-040718-4	stard3nl	436592	ENSDARG00000045421
ZDB-GENE-040718-40	aqp10a	436621	ENSDARG00000007086
ZDB-GENE-040718-400	serpinb1	436926	ENSDARG00000055416
ZDB-GENE-040718-401	pdlim5a	436927	ENSDARG00000101777
ZDB-GENE-040718-403	atxn7l2b	436928	ENSDARG00000056268
ZDB-GENE-040718-404	dgcr2	436929	ENSDARG00000042962
ZDB-GENE-040718-405	uqcrc2a	436930	ENSDARG00000014794
ZDB-GENE-040718-406	frs2b	436931	ENSDARG00000037353
ZDB-GENE-040718-407	rnaseh1	436932	ENSDARG00000042571
ZDB-GENE-040718-408	sesn1	436933	ENSDARG00000020693
ZDB-GENE-040718-409	rad17	436934	ENSDARG00000018918
ZDB-GENE-040718-41	pla2g10	436622	ENSDARG00000099344
ZDB-GENE-040718-410	rgs2	436935	ENSDARG00000098761
ZDB-GENE-040718-411	kdm8	436936	ENSDARG00000102512
ZDB-GENE-040718-412	nipal4	436937	ENSDARG00000059365
ZDB-GENE-040718-413	dmtf1	436938	ENSDARG00000025824
ZDB-GENE-040718-414	slc1a1	436939	ENSDARG00000020212
ZDB-GENE-040718-415	slc25a36a	436940	ENSDARG00000038731
ZDB-GENE-040718-417	zgc:91944	436941	ENSDARG00000035887
ZDB-GENE-040718-418	cybc1	436942	ENSDARG00000071414
ZDB-GENE-040718-419	cryabb	436943	ENSDARG00000101380
ZDB-GENE-040718-420	clrn1	436944	ENSDARG00000102890
ZDB-GENE-040718-421	ap4m1	436945	ENSDARG00000056871
ZDB-GENE-040718-422	sart1	436946	ENSDARG00000005945
ZDB-GENE-040718-423	dnase1	436947	ENSDARG00000012539
ZDB-GENE-040718-424	ccr10	436948	ENSDARG00000040643
ZDB-GENE-040718-425	bcat2	436949	ENSDARG00000054849
ZDB-GENE-040718-426	sumo3b	436950	ENSDARG00000035993
ZDB-GENE-040718-427	timm10	436951	ENSDARG00000069116
ZDB-GENE-040718-428	rab3db	436952	ENSDARG00000101534
ZDB-GENE-040718-429	thap12b	436953	ENSDARG00000020964
ZDB-GENE-040718-43	pdss2	436624	ENSDARG00000012563
ZDB-GENE-040718-430	phb2b	436954	ENSDARG00000017728
ZDB-GENE-040718-435	zgc:86764	797431	ENSDARG00000005098
ZDB-GENE-040718-436	gpat3	436958	ENSDARG00000016048
ZDB-GENE-040718-438	igsf3l	572021	ENSDARG00000104716
ZDB-GENE-040718-439	cdc34b	436961	ENSDARG00000012627
ZDB-GENE-040718-44	rspo1	436625	ENSDARG00000104340
ZDB-GENE-040718-440	gata2b	436962	ENSDARG00000009094
ZDB-GENE-040718-441	gnal2	407724	ENSDARG00000075850
ZDB-GENE-040718-442	csdc2a	436963	ENSDARG00000041323
ZDB-GENE-040718-443	gpr137	436964	ENSDARG00000037244
ZDB-GENE-040718-445	rcan3	325356	ENSDARG00000032623
ZDB-GENE-040718-446	ramp1	436966	ENSDARG00000056704
ZDB-GENE-040718-447	prcp	436967	ENSDARG00000037883
ZDB-GENE-040718-448	cox6b1	436968	ENSDARG00000045230
ZDB-GENE-040718-449	dhrs11b.2	436969	ENSDARG00000004141
ZDB-GENE-040718-45	dnajb6a	436626	ENSDARG00000004680
ZDB-GENE-040718-450	denr	436970	ENSDARG00000037229
ZDB-GENE-040718-451	tomm20b	436971	ENSDARG00000103566
ZDB-GENE-040718-452	kat14	100303756	ENSDARG00000041708
ZDB-GENE-040718-453	faah2a	436973	ENSDARG00000008457
ZDB-GENE-040718-454	znf706	402905	ENSDARG00000056307
ZDB-GENE-040718-455	tlcd5b	436974	ENSDARG00000035163
ZDB-GENE-040718-456	crebl2	436975	ENSDARG00000104049
ZDB-GENE-040718-457	snrnp27	436976	ENSDARG00000035625
ZDB-GENE-040718-459	pbdc1	436977	ENSDARG00000057299
ZDB-GENE-040718-46	bpnt1	436627	ENSDARG00000043684
ZDB-GENE-040718-460	tmc6b	436978	ENSDARG00000004875
ZDB-GENE-040718-461	lygl1	436979	ENSDARG00000056874
ZDB-GENE-040718-462	zgc:92606	100000242	ENSDARG00000040971
ZDB-GENE-040718-463	pde6d	436981	ENSDARG00000074892
ZDB-GENE-040718-465	ccdc149b	436983	ENSDARG00000020857
ZDB-GENE-040718-466	fundc1	436984	ENSDARG00000040822
ZDB-GENE-040718-467	cox20	436985	ENSDARG00000099997
ZDB-GENE-040718-468	mfsd5	436986	ENSDARG00000015997
ZDB-GENE-040718-469	psmg1	436987	ENSDARG00000040620
ZDB-GENE-040718-47	thop1	436628	ENSDARG00000013776
ZDB-GENE-040718-470	zgc:92360	436988	ENSDARG00000038151
ZDB-GENE-040718-471	allc	436989	ENSDARG00000042562
ZDB-GENE-040718-473	ubtd2	436991	ENSDARG00000069184
ZDB-GENE-040718-474	imp4	436992	ENSDARG00000054540
ZDB-GENE-040718-479	tfip11	436994	ENSDARG00000056932
ZDB-GENE-040718-48	nus1	436629	ENSDARG00000027813
ZDB-GENE-040718-480	ttc33	436995	ENSDARG00000035406
ZDB-GENE-040718-482	zgc:92594	436996	ENSDARG00000089517
ZDB-GENE-040718-483	zgc:92591	436997	
ZDB-GENE-040718-484	zdhhc3a	436998	ENSDARG00000010981
ZDB-GENE-040718-486	rnf144ab	437000	ENSDARG00000042557
ZDB-GENE-040718-487	coq8aa	437001	ENSDARG00000020123
ZDB-GENE-040718-488	wipi2	437002	ENSDARG00000037871
ZDB-GENE-040718-49	hormad1	436630	ENSDARG00000040254
ZDB-GENE-040718-490	ica1	437003	ENSDARG00000042608
ZDB-GENE-040718-491	nfyal	573719	ENSDARG00000001621
ZDB-GENE-040718-5	trmt61a	436593	ENSDARG00000008480
ZDB-GENE-040718-50	trim55a	436631	ENSDARG00000029596
ZDB-GENE-040718-51	sccpdha.1	436632	ENSDARG00000075766
ZDB-GENE-040718-52	slc25a40	436633	ENSDARG00000015856
ZDB-GENE-040718-53	mettl21e	436634	ENSDARG00000016343
ZDB-GENE-040718-54	ppfibp2b	436635	ENSDARG00000029168
ZDB-GENE-040718-55	cd36	436636	ENSDARG00000032639
ZDB-GENE-040718-56	mob2a	436637	ENSDARG00000023214
ZDB-GENE-040718-57	kat5a	436638	ENSDARG00000004587
ZDB-GENE-040718-58	tjp2b	436639	ENSDARG00000023443
ZDB-GENE-040718-59	tes	403032	ENSDARG00000051857
ZDB-GENE-040718-6	slc30a5	436594	ENSDARG00000051921
ZDB-GENE-040718-60	slc25a48	436640	ENSDARG00000021250
ZDB-GENE-040718-61	ctsl.1	436641	ENSDARG00000003902
ZDB-GENE-040718-63	tsr3	436643	ENSDARG00000038567
ZDB-GENE-040718-64	eef1a2	436644	ENSDARG00000006838
ZDB-GENE-040718-65	tm4sf5	436645	ENSDARG00000055185
ZDB-GENE-040718-66	galm	436646	ENSDARG00000057630
ZDB-GENE-040718-68	rgn	403070	ENSDARG00000098645
ZDB-GENE-040718-69	nelfe	436648	ENSDARG00000004343
ZDB-GENE-040718-7	nudt2	436595	ENSDARG00000058728
ZDB-GENE-040718-70	ppp1r3ca	436649	ENSDARG00000071005
ZDB-GENE-040718-71	ccdc62	436650	ENSDARG00000111759
ZDB-GENE-040718-72	fthl27	436651	ENSDARG00000031776
ZDB-GENE-040718-74	aldh3a2a	323653	ENSDARG00000028259
ZDB-GENE-040718-75	clptm1l	436653	ENSDARG00000021048
ZDB-GENE-040718-77	rbm34	436655	ENSDARG00000101877
ZDB-GENE-040718-78	krt97	436656	ENSDARG00000000212
ZDB-GENE-040718-79	cpsf2	436657	ENSDARG00000028971
ZDB-GENE-040718-8	zdhhc24	436596	ENSDARG00000105134
ZDB-GENE-040718-80	tnni2a.3	402809	ENSDARG00000013752
ZDB-GENE-040718-81	ift74	436658	ENSDARG00000023495
ZDB-GENE-040718-84	snrka	436661	ENSDARG00000070832
ZDB-GENE-040718-85	ip6k2b	436662	ENSDARG00000019613
ZDB-GENE-040718-86	zgc:92045	436663	
ZDB-GENE-040718-87	zgc:92040	436664	ENSDARG00000021154
ZDB-GENE-040718-88	krt95	436665	ENSDARG00000014356
ZDB-GENE-040718-89	gpatch11	436666	ENSDARG00000026892
ZDB-GENE-040718-9	rdh12	436597	ENSDARG00000018069
ZDB-GENE-040718-90	b9d2	436667	ENSDARG00000017385
ZDB-GENE-040718-91	faimb	436668	ENSDARG00000020814
ZDB-GENE-040718-93	gng7	436670	ENSDARG00000038693
ZDB-GENE-040718-94	mpc1	436671	ENSDARG00000093448
ZDB-GENE-040718-96	pdha1b	436672	ENSDARG00000010555
ZDB-GENE-040718-97	gng13b	436673	ENSDARG00000037921
ZDB-GENE-040718-98	mrpl24	436674	ENSDARG00000019222
ZDB-GENE-040718-99	tusc2b	436675	ENSDARG00000025340
ZDB-GENE-040720-1	ctdp1	442930	ENSDARG00000017522
ZDB-GENE-040720-3	bud31	445383	ENSDARG00000017084
ZDB-GENE-040721-1	gins3	442931	ENSDARG00000038847
ZDB-GENE-040721-2	parvaa	442922	ENSDARG00000043710
ZDB-GENE-040721-3	serpina1l	321195	ENSDARG00000090850
ZDB-GENE-040722-1	gfus.1	494077	ENSDARG00000039666
ZDB-GENE-040722-2	dnaaf6	432386	ENSDARG00000038612
ZDB-GENE-040723-1	gnl3l	442932	ENSDARG00000020595
ZDB-GENE-040723-3	oxct1a	442923	ENSDARG00000013063
ZDB-GENE-040723-8	nrip1a	796407	ENSDARG00000068965
ZDB-GENE-040724-10	sart3	558581	ENSDARG00000008032
ZDB-GENE-040724-100	cgrrf1	692284	ENSDARG00000037040
ZDB-GENE-040724-103	rd3	791149	ENSDARG00000031600
ZDB-GENE-040724-105	kcnk13b	556073	ENSDARG00000043557
ZDB-GENE-040724-11	phactr2	570136	ENSDARG00000027172
ZDB-GENE-040724-113	si:ch211-191d15.2	445238	ENSDARG00000092834
ZDB-GENE-040724-114	trpc6a	563989	ENSDARG00000056625
ZDB-GENE-040724-118	hdhd3	553464	ENSDARG00000053934
ZDB-GENE-040724-119	sema6e	556743	ENSDARG00000000189
ZDB-GENE-040724-12	tmem204	751647	ENSDARG00000045273
ZDB-GENE-040724-122	ak7a	402854	ENSDARG00000019001
ZDB-GENE-040724-123	zpax2	558615	ENSDARG00000017188
ZDB-GENE-040724-124	yipf2	445106	ENSDARG00000021399
ZDB-GENE-040724-125	fam20b	557060	ENSDARG00000008573
ZDB-GENE-040724-127	l3mbtl3	403075	ENSDARG00000025983
ZDB-GENE-040724-131	gatb	541317	ENSDARG00000037309
ZDB-GENE-040724-133	nek6	497165	ENSDARG00000037963
ZDB-GENE-040724-135	pi15a	561978	ENSDARG00000045378
ZDB-GENE-040724-139	acot9.1	798073	ENSDARG00000058352
ZDB-GENE-040724-140	si:dkey-70p6.1	570575	ENSDARG00000092039
ZDB-GENE-040724-141	gpn3	100000326	ENSDARG00000069525
ZDB-GENE-040724-142	entpd8	436652	ENSDARG00000005565
ZDB-GENE-040724-144	snx14	555970	ENSDARG00000006332
ZDB-GENE-040724-145	trim66	566660	ENSDARG00000054332
ZDB-GENE-040724-146	tmem242	569632	ENSDARG00000037070
ZDB-GENE-040724-148	si:ch211-285c6.3	557131	ENSDARG00000026505
ZDB-GENE-040724-150	sytl3	101882017	ENSDARG00000043468
ZDB-GENE-040724-152	aqp4	445293	ENSDARG00000010565
ZDB-GENE-040724-153	xkr6b	792104	ENSDARG00000043410
ZDB-GENE-040724-16	stxbp6l	100002110	ENSDARG00000028354
